,clean_msg,target,char_count,word_count,digit_count,question_count,exclamation_count,dollar_count,cap_ratio,unique_words,repitition_factor,sentiment
2409,dear reach,0,41,2,0,0,0,0,0.024390243902439025,2,1.0,0.4019
2410,awe first time said missed without asking missed first love,0,99,10,0,0,1,0,0.050505050505050504,8,1.25,0.2023
2411,site,0,33,1,1,0,0,0,0.09090909090909091,1,1.0,0.0
2412,come right ahmad,0,27,3,0,0,0,0,0.07407407407407407,3,1.0,0.0
2413,know know send chat <num> let find <num>pmsg rcd hgsuite<num>landsroww<num>j<num>hl len year,1,158,12,16,0,1,0,0.12658227848101267,11,1.0909090909090908,0.0
2414,low please actually send pic right wanna see pose comb hair dryer something,0,116,13,0,0,0,0,0.034482758620689655,13,1.0,0.0516
2415,fps,0,24,1,0,0,0,0,0.041666666666666664,1,1.0,0.0
2416,huh mean computational science like dat one push,0,75,8,0,0,0,0,0.02666666666666667,8,1.0,0.3612
2417,could read love answered,0,47,4,0,1,0,0,0.06382978723404255,4,1.0,0.6369
2418,den take one end cine dun wan yogasana,0,80,8,0,0,0,0,0.0375,8,1.0,0.0
2419,madamregret disturbancemight receive reference check def premaricakindly informedrgdsrakheshkerala,0,115,8,0,0,0,0,0.06956521739130435,8,1.0,0.0
2420,sims service inclusive text credit plus gotta wwwcomuknet login <num>qxj<num> unsubscribe stop extra charge help <num> comuk<num>cm<num> mae,1,152,18,18,0,0,0,0.11842105263157894,18,1.0,0.4767
2421,oil better quickly bathe settle,0,52,5,0,0,0,0,0.038461538461538464,5,1.0,0.4404
2422,err cud going got way contact,0,83,6,1,0,0,0,0.04819277108433735,6,1.0,0.0
2423,blog blog blog miss first bowl,0,41,6,0,0,0,0,0.04878048780487805,4,1.5,-0.1531
2424,lao fun,0,22,2,0,0,0,0,0.045454545454545456,2,1.0,0.5106
2425,big hitteranyway good,0,46,3,0,0,0,0,0.021739130434782608,3,1.0,0.4404
2426,hey almost forgot happy day babe love,0,57,7,0,0,6,0,0.08771929824561403,7,1.0,0.8235
2427,valentine day special win £<num> quiz take partner trip lifetime send <num> <num>pmsg rcd custcare<num>,1,157,15,23,0,2,1,0.05732484076433121,15,1.0,0.7579
2428,think move list week,0,45,4,0,0,0,0,0.022222222222222223,4,1.0,0.0
2429,shes find sent offline message know angola,0,67,7,0,0,0,0,0.029850746268656716,7,1.0,-0.128
2430,guess first time created web page wwwasjesuscom read wrote waiting opinion want friend,1,152,13,2,1,0,0,0.13157894736842105,13,1.0,0.6705
2431,toting driving,0,26,2,0,0,0,0,0.038461538461538464,2,1.0,0.0
2432,good let thank god please complete drug lot water beautiful day,0,100,11,0,0,0,0,0.06,11,1.0,0.9136
2433,really dun bluff let sleep early site,0,53,7,0,0,0,0,0.05660377358490566,7,1.0,0.0
2434,indian poor india poor country say one swiss bank director say list lac crore indian money deposited swiss bank used table budget list give list crore job indian village delhi lane road forever free power supply list social project every citizen get monthly list list need world bank amp loan think money blocked rich politician full right corrupt politician tina forward karo pure india padded,0,629,65,1,0,0,0,0.0397456279809221,49,1.3265306122448979,-0.1027
2435,uncle boy need movie guide plus know torrent particularly legal system slowing gre day plus started done meet online honey moon,0,235,21,1,0,0,0,0.03829787234042553,20,1.05,0.2006
2436,remember,0,26,1,0,0,0,0,0.07692307692307693,1,1.0,0.0
2437,bow regarding really try see anyone else eth guy commit random dude,0,114,12,1,0,0,0,0.008771929824561403,12,1.0,0.296
2438,chance win £<num> cash every text play <num> wwwmusictrivianet custard <num> <num>x<num>pwk,1,121,12,23,0,0,1,0.08264462809917356,11,1.0909090909090908,0.802
2439,busy jul dun wan early,0,44,5,1,0,0,0,0.045454545454545456,5,1.0,0.0
2440,right <num> well agent bright early morning,0,78,7,4,0,0,0,0.02564102564102564,7,1.0,0.6124
2441,great church holly get,0,51,4,0,0,0,0,0.0392156862745098,4,1.0,0.6249
2442,back drum thanks putting keeping happy see soon,0,81,8,0,0,1,0,0.037037037037037035,8,1.0,0.765
2443,donna scalable,0,28,2,0,0,0,0,0.03571428571428571,2,1.0,0.0
2444,list great loxahatchee xmas tree burning update totally see star,0,85,10,0,0,0,0,0.0,10,1.0,0.6249
2445,yes done care need bad princess,0,46,6,0,0,2,0,0.043478260869565216,6,1.0,0.34
2446,guy kareem selling since break know one guy paranoid fuck like selling without cannot til late tonight,0,183,17,0,0,0,0,0.01639344262295082,15,1.1333333333333333,-0.4588
2447,sorry call later,0,22,3,0,0,0,0,0.09090909090909091,3,1.0,-0.0772
2448,tar bring lar aida later come lar may neva set properly got help sheet,0,105,14,0,0,0,0,0.02857142857142857,13,1.0769230769230769,0.4019
2449,know dis list,0,28,3,0,1,0,0,0.03571428571428571,3,1.0,0.0
2450,dun believe wat,0,25,3,0,1,0,0,0.04,3,1.0,0.0
2451,give back thanks,0,23,3,0,0,0,0,0.043478260869565216,3,1.0,0.4404
2452,know complain cum onlybettr directly bill apply,0,74,7,0,0,0,0,0.013513513513513514,7,1.0,-0.3612
2453,okay seen pick friday,0,50,4,0,1,0,0,0.06,4,1.0,0.2263
2454,much payed uganda,0,28,3,0,0,0,0,0.07142857142857142,3,1.0,0.0
2455,left dessert wan suite look,0,44,5,2,1,0,0,0.045454545454545456,5,1.0,0.0
2456,beg make profit start using get sponsor next event,0,88,9,0,1,0,0,0.03409090909090909,9,1.0,0.4404
2457,onus normal,0,25,2,0,0,0,0,0.08,2,1.0,0.0
2458,sister kid,0,29,2,0,1,0,0,0.034482758620689655,2,1.0,0.0
2459,cool text way,0,39,3,0,0,0,0,0.07692307692307693,3,1.0,0.3182
2460,nope meanwhile talk say make greet,0,46,6,0,0,0,0,0.043478260869565216,6,1.0,0.3182
2461,cant talk call canon keep calling,0,64,6,0,0,0,0,0.0,6,1.0,0.0
2462,anything lar,0,15,2,0,0,0,0,0.06666666666666667,2,1.0,0.0
2463,rose need water season need change poet need imagination phone need sims need lovely friendship forever,0,126,16,0,0,0,0,0.015873015873015872,12,1.3333333333333333,0.7717
2464,good afternoon babe day job prospect yet miss love sigh,0,105,10,0,2,0,0,0.0380952380952381,10,1.0,0.8316
2465,pick drop car problem,0,49,4,0,0,0,0,0.02040816326530612,4,1.0,-0.5859
2466,think waste,0,30,2,0,0,0,0,0.03333333333333333,2,1.0,-0.4215
2467,world famous,0,23,2,0,0,0,0,0.043478260869565216,2,1.0,0.0
2468,coming friday leave donald get news work place,0,84,8,0,1,0,0,0.011904761904761904,8,1.0,-0.0516
2469,low well without could big sale together,0,67,7,0,0,0,0,0.029850746268656716,7,1.0,0.0
2470,way,0,14,1,0,0,0,0,0.07142857142857142,1,1.0,0.0
2471,eat old airport road order got lot apple,0,68,8,3,0,0,0,0.04411764705882353,8,1.0,0.0
2472,say cannot talk phone parent,0,37,5,0,0,0,0,0.0,5,1.0,0.0
2473,final chance claim £<num> worth discount voucher today text yes <num> salmon member offer mobile salmon pobox<num> m<num>uz £<num> sub,1,159,20,18,0,4,2,0.13836477987421383,18,1.1111111111111112,0.6808
2474,wat time finish,0,25,3,0,1,0,0,0.04,3,1.0,0.0
2475,princess like make love list time per night hope problem,0,84,10,0,0,1,0,0.023809523809523808,10,1.0,0.7845
2476,way railway,0,29,2,0,0,0,0,0.034482758620689655,2,1.0,0.0
2477,int want talk,0,22,3,0,0,0,0,0.0,3,1.0,0.0772
2478,done sorry hope next space give everything want remember furniture around move lock lock leave key jenny,0,201,17,0,0,0,0,0.024875621890547265,16,1.0625,0.4019
2479,yet would like keep touch easiest way barcelona way house,0,137,10,0,1,0,0,0.021897810218978103,9,1.1111111111111112,0.6486
2480,spook mob halloween collection nokia logic message plus free eerie tone text card spook <num>,1,116,15,4,0,0,0,0.12931034482758622,14,1.0714285714285714,0.2023
2481,urgent call <num> landline complementary tenerife holiday £<num> cash await collection see box ppm sender offer,1,167,16,26,0,1,1,0.11377245508982035,16,1.0,0.5994
2482,evening urgent,0,33,2,0,0,0,0,0.030303030303030304,2,1.0,0.2023
2483,pansy living jungle two year driving worried,0,101,7,0,0,3,0,0.0297029702970297,7,1.0,-0.296
2484,kanji done eat anything heavy,0,45,5,0,0,0,0,0.022222222222222223,5,1.0,0.0
2485,promise getting soon text morning let know made,0,124,8,0,0,0,0,0.04838709677419355,8,1.0,0.3182
2486,low different trying find every real life photo ever took,0,84,10,0,0,0,0,0.023809523809523808,10,1.0,-0.2732
2487,done think wrong calling,0,42,4,0,0,0,0,0.023809523809523808,4,1.0,-0.4767
2488,ill drink need sri model plus send mail,0,78,8,0,0,0,0,0.02564102564102564,8,1.0,-0.4215
2489,aliyah rain like quite big let drizzling least run home,0,70,10,0,0,0,0,0.02857142857142857,10,1.0,0.3612
2490,doc appointment next week tired shoving stuff ugh could normal body,0,121,11,1,1,0,0,0.03305785123966942,11,1.0,-0.6908
2491,dun sad dun already concentrate paper,0,81,6,0,0,0,0,0.04938271604938271,5,1.2,-0.4767
2492,greeting consider excused,0,42,3,0,0,1,0,0.047619047619047616,3,1.0,0.3818
2493,drama psi enough family struggling hot sun strange placebo reason ego going invited actually necessity wait serious repercussion,0,245,18,0,0,0,0,0.061224489795918366,18,1.0,-0.5994
2494,released another italian one today cosign option,0,66,7,0,0,0,0,0.015151515151515152,7,1.0,0.0
2495,try figure much money everyone gas alcohol jay trying figure weed budget,0,139,12,0,1,0,0,0.02158273381294964,11,1.0909090909090908,0.0
2496,winner valued network customer selected receive £<num> reward collect call <num> valid hour acl<num>pm,1,149,14,24,0,2,1,0.09395973154362416,14,1.0,0.886
2497,hal chennai requires fresher voice processexcellent english neededsalary unto list call mussulman list telephonic interview via indyarockscom,0,167,17,0,0,0,0,0.10778443113772455,16,1.0625,0.0
2498,day send resume,0,51,3,0,0,0,0,0.0392156862745098,3,1.0,0.0
2499,know list around,0,55,3,1,0,0,0,0.03636363636363636,3,1.0,0.0
2500,yup finished,0,30,2,0,0,0,0,0.03333333333333333,2,1.0,0.0
2501,remember ask alex pizza,0,36,4,0,0,0,0,0.027777777777777776,4,1.0,0.0
2502,today also forgot,0,28,3,0,0,0,0,0.03571428571428571,3,1.0,0.0
2503,ola would get back maybe today told direct link getting car bid online arrange shipping get cut partnership invest money shipping take care restored self reliant soon int worry,0,306,29,0,12,1,0,0.03594771241830065,27,1.0740740740740742,0.2732
2504,reason around time smoke gas afford around someone tell apparently happens somebody want light,0,202,14,0,0,0,0,0.01485148514851485,13,1.0769230769230769,0.0772
2505,hello boston made home constant thought love hope nice visit cannot wait till come home kiss,0,160,16,0,0,1,0,0.025,15,1.0666666666666667,0.9136
2506,congrats knower treat manga,0,36,4,0,1,0,0,0.027777777777777776,4,1.0,0.7269
2507,talking,0,20,1,0,1,0,0,0.05,1,1.0,0.0
2508,yup,0,6,1,0,0,0,0,0.16666666666666666,1,1.0,0.0
2509,,0,5,0,0,0,0,0,0.2,0,,0.0
2510,wake already wat picking later rite taking squad reaching ard smith like dat check arrival time soon,0,150,17,5,3,0,0,0.04,17,1.0,0.5106
2511,funny walking styling faster come hungry,0,73,6,0,0,0,0,0.0273972602739726,6,1.0,0.4404
2512,yep sure prop,0,19,3,0,1,0,0,0.10526315789473684,3,1.0,0.5423
2513,hiya paying money account thanks got pleasant surprise checked balance get statement acc,0,153,13,1,1,0,0,0.0196078431372549,13,1.0,0.8074
2514,nokia <num> plus free digital camera get win free auction take part send nokia <num> pobox<num>tcrw<num>,1,158,16,17,0,0,0,0.13291139240506328,13,1.2307692307692308,0.886
2515,ill send ltdecimalgt,0,45,3,0,0,0,0,0.17777777777777778,3,1.0,-0.4215
2516,bogor splendid time year,0,54,4,0,0,1,0,0.037037037037037035,4,1.0,0.5859
2517,yes office,0,22,2,0,0,0,0,0.045454545454545456,2,1.0,0.4019
2518,sorry call later,0,22,3,0,0,0,0,0.09090909090909091,3,1.0,-0.0772
2519,joy father john john name joy father mandan,0,67,8,0,0,0,0,0.14925373134328357,5,1.6,0.8225
2520,ask movie wan,0,42,3,0,1,0,0,0.07142857142857142,3,1.0,0.0
2521,misplaced number sending text old number wondering heard year best cat got number atlanta friend,0,179,15,0,0,0,0,0.0223463687150838,13,1.1538461538461537,0.8519
2522,sorry call later,0,22,3,0,0,0,0,0.09090909090909091,3,1.0,-0.0772
2523,dunno lei might latin free wan eat wait lar,0,80,9,1,0,0,0,0.0375,9,1.0,0.5106
2524,sorry call later,0,22,3,0,0,0,0,0.09090909090909091,3,1.0,-0.0772
2525,free entry £<num> weekly comp send word win <num> wwwtxttowincouk,1,99,10,10,0,0,1,0.12121212121212122,10,1.0,0.7964
2526,say slowly god love amp need clean heart blooded ten special people amp miracle tomorrow itplspls,0,163,16,0,1,0,0,0.2883435582822086,15,1.0666666666666667,0.9382
2527,noe send file computer,0,46,4,2,1,0,0,0.021739130434782608,4,1.0,0.0
2528,mommy loved waking word morning miss love hope day well happy wait together,0,158,13,0,0,1,0,0.0379746835443038,13,1.0,0.9451
2529,jay say put list,0,32,4,0,0,0,0,0.0,4,1.0,0.0
2530,come sec somebody want see,0,71,5,0,1,0,0,0.04225352112676056,5,1.0,0.0772
2531,sun anti sleep medicine,0,34,4,0,0,0,0,0.029411764705882353,4,1.0,-0.3182
2532,happening gotten job begun registration permanent residency,0,104,7,0,0,0,0,0.019230769230769232,7,1.0,0.0
2533,yup,0,9,1,0,0,0,0,0.1111111111111111,1,1.0,0.0
2534,glad went well come plenty time claire work,0,95,8,2,0,0,0,0.010526315789473684,8,1.0,0.6249
2535,enjoy home,0,29,2,0,0,0,0,0.06896551724137931,2,1.0,0.4939
2536,plus plus send mail know relative coming deliver know cost risk benefit anything else thanks,0,155,15,0,1,0,0,0.01935483870967742,13,1.1538461538461537,0.5859
2537,like,0,24,1,0,0,0,0,0.041666666666666664,1,1.0,0.3612
2538,combine,0,41,1,0,0,0,0,0.024390243902439025,1,1.0,0.0
2539,monthly amount terrible pay anything till month finishing school,0,106,9,1,0,0,0,0.009433962264150943,9,1.0,-0.5423
2540,somehow many player selected,0,32,4,0,1,0,0,0.03125,4,1.0,0.0
2541,said gonna snow start around tone predicting inch accumulation,0,112,9,2,0,1,0,0.017857142857142856,9,1.0,0.0
2542,done send plus mode,0,47,4,0,0,0,0,0.06382978723404255,4,1.0,0.0
2543,please got time meh,0,27,4,0,0,0,0,0.037037037037037035,4,1.0,0.25
2544,package program well,0,30,3,0,0,0,0,0.03333333333333333,3,1.0,0.2732
2545,sister belongs family hope tomorrow pray hero fated sholapur train incident let hold hand together amp fuelled love amp concern prior grief amp pain plus join dis chain amp pas stop violence woman,0,289,33,4,0,0,0,0.10726643598615918,30,1.1,0.6808
2546,guy asking get slipper gone last year,0,80,7,0,0,0,0,0.0125,7,1.0,0.0
2547,company goodenvironment terrific food really nice,0,70,6,0,0,0,0,0.014285714285714285,6,1.0,0.7346
2548,text<num> get ringtones logo game wwwtxt<num>com question infotxt<num>couk,1,101,8,15,0,0,0,0.0297029702970297,8,1.0,0.0
2549,honestly made lovely cup tea promptly dropped key burnt finger getting,0,122,11,0,0,1,0,0.00819672131147541,11,1.0,0.7783
2550,yup studying surfing lazy mode today,0,59,6,0,0,0,0,0.03389830508474576,6,1.0,-0.3612
2551,please sen kind advice please come try,0,58,7,0,0,0,0,0.017241379310344827,6,1.1666666666666667,0.7906
2552,done,0,20,1,0,0,0,0,0.1,1,1.0,0.0
2553,fine tonight,0,27,2,0,0,0,0,0.07407407407407407,2,1.0,0.2023
2554,give time walk,0,34,3,0,0,0,0,0.029411764705882353,3,1.0,0.0
2555,reach ard mind,0,31,3,2,0,0,0,0.03225806451612903,3,1.0,0.0258
2556,freeman awarded free mini digital camera reply snap collect prize quizclub opt stop <num>pwk spam ph<num>,1,156,16,19,1,1,0,0.21794871794871795,16,1.0,0.8074
2557,fuck babe happened come never came back,0,66,7,0,2,0,0,0.045454545454545456,7,1.0,-0.5423
2558,message brought new ltd connected,1,70,5,0,0,0,0,0.07142857142857142,5,1.0,0.0
2559,friend want drive someplace probably take,0,65,6,0,0,0,0,0.015384615384615385,6,1.0,0.5423
2560,also fast suggest one dun wan going rain let got,0,95,10,1,0,0,0,0.042105263157894736,10,1.0,0.0
2561,still getting good,0,32,3,0,0,0,0,0.03125,3,1.0,0.4404
2562,maybe pressies,0,23,2,0,0,0,0,0.043478260869565216,2,1.0,0.0
2563,yeah leave maybe wish,0,36,4,1,1,0,0,0.08333333333333333,4,1.0,0.5719
2564,ski also finished complete course,0,55,5,0,1,0,0,0.01818181818181818,5,1.0,0.0
2565,sea lay rock rock envelope envelope paper paper word,0,140,9,1,0,0,0,0.02857142857142857,6,1.5,0.0
2566,told app next week think gonna die told check nothing worried listen,0,144,12,0,0,0,0,0.05555555555555555,11,1.0909090909090908,-0.461
2567,room need,0,30,2,0,1,0,0,0.06666666666666667,2,1.0,0.0
2568,done want hear anything,0,28,4,0,0,0,0,0.03571428571428571,4,1.0,0.0772
2569,hey leave friday wait ask superior tell,0,83,7,0,0,0,0,0.03614457831325301,7,1.0,0.5106
2570,ultimately tor motive tui achieve world,0,40,6,0,0,0,0,0.025,6,1.0,0.0
2571,work timing,0,32,2,2,0,0,0,0.03125,2,1.0,0.0
2572,worry well finished march,0,53,4,0,0,1,0,0.0,4,1.0,-0.2023
2573,house water dock boat rolled newscaster dabbles jazz flute behind wheel,0,116,11,0,0,0,0,0.008620689655172414,11,1.0,0.0
2574,congrats mobile videophones call <num> videochat mate play java game load polyp music online rental bxs,1,160,16,21,0,1,0,0.0375,16,1.0,0.7003
2575,next amazing xxx picsfree<num> video sent enjoy one enough day text back keyword picsfree<num> get next video,1,153,17,3,0,1,0,0.11764705882352941,14,1.2142857142857142,0.7906
2576,going ruin thesis,0,36,3,0,0,1,0,0.027777777777777776,3,1.0,-0.5859
2577,sch neva mind eat,0,36,4,1,0,0,0,0.027777777777777776,4,1.0,0.0
2578,hey whats sleeping morning,0,37,4,0,2,0,0,0.05405405405405406,4,1.0,0.0
2579,term thought contract ran theft october,0,54,6,1,0,0,0,0.037037037037037035,6,1.0,0.0
2580,dunno let learn pilate,0,46,4,0,0,0,0,0.043478260869565216,4,1.0,0.0
2581,subscribed best mobile content service per ten day send stop <num> helpline <num>,1,133,13,17,0,0,1,0.08270676691729323,12,1.0833333333333333,0.4588
2582,yup elaborating safety aspect issue,0,65,5,0,0,0,0,0.015384615384615385,5,1.0,0.4215
2583,free tarot text find love life try free text chance <num> free mug £<num>,1,130,14,13,0,4,1,0.2692307692307692,11,1.2727272727272727,0.9442
2584,woodworking today late chr,0,37,4,1,0,0,0,0.02702702702702703,4,1.0,0.0
2585,happy birthday,0,39,2,0,0,0,0,0.05128205128205128,2,1.0,0.5719
2586,outside office take,0,44,3,0,0,0,0,0.022727272727272728,3,1.0,0.0
2587,respond emma assume still asleep emma start calling shit,0,82,9,0,0,0,0,0.012195121951219513,8,1.125,-0.5574
2588,right see bit,0,23,3,0,0,0,0,0.043478260869565216,3,1.0,0.0
2589,superior telling friday leave department except leave young way call wanted fatima conform,0,155,13,0,0,0,0,0.0064516129032258064,12,1.0833333333333333,0.4767
2590,join horniest dogging service sex unite sign follow instruction text entry <num> nytec<num>a<num>lpmsg<num>p,1,153,13,11,0,2,0,0.1111111111111111,13,1.0,0.296
2591,low take member said aunt flow visit month cause developed ovarian cyst way shrink,0,153,14,1,1,0,0,0.0392156862745098,14,1.0,-0.2732
2592,still work going unit small house,0,44,6,0,0,0,0,0.022727272727272728,6,1.0,0.0
2593,friend got say upping order gram got list get,0,117,9,0,1,0,1,0.008547008547008548,8,1.125,0.4939
2594,tar timing still wat got lesson,0,55,6,1,0,0,0,0.01818181818181818,6,1.0,0.0
2595,that's thing ape fight death keep something minute let,0,124,9,0,0,1,0,0.008064516129032258,9,1.0,-0.7579
2596,sunshine quiz wkly win top sony player know country liverpool played mid week text <num> £<num> tyrone,1,136,17,8,1,1,1,0.10294117647058823,17,1.0,0.8807
2597,gonna able late notice home week anyway plan,0,109,8,0,0,0,0,0.009174311926605505,8,1.0,0.0
2598,got fujitsu ism toshiba got lot model say,0,65,8,0,0,0,0,0.03076923076923077,7,1.1428571428571428,0.0
2599,okie,0,16,1,0,0,0,0,0.125,1,1.0,0.0
2600,gosh pain spoke better come,0,50,5,0,0,0,0,0.06,5,1.0,-0.1027
2601,usually fine happy amp well,0,46,5,0,0,0,0,0.021739130434782608,5,1.0,0.765
2602,okie,0,4,1,0,0,0,0,0.25,1,1.0,0.0
2603,gonna get mac access,0,34,4,0,0,0,0,0.029411764705882353,4,1.0,0.0
2604,restaurant eating squid <num> wanna something late,0,97,7,4,1,1,0,0.010309278350515464,7,1.0,0.0
2605,call time job today emma ask speed,0,57,7,0,0,0,0,0.017543859649122806,7,1.0,0.0
2606,hello call wen finish wiki fancy meeting win tone need break book last site today work,0,134,16,2,0,1,0,0.7313432835820896,16,1.0,0.5859
2607,sam another meet house,0,56,4,1,0,0,0,0.6964285714285714,4,1.0,0.0
2608,yeah low luckily starring role like,0,62,6,0,0,2,0,0.03225806451612903,6,1.0,0.7096
2609,hello madam,0,25,2,0,1,0,0,0.04,2,1.0,0.0
2610,awesome text restocked,0,38,3,0,0,0,0,0.02631578947368421,3,1.0,0.6249
2611,usually fine happy amp well,0,46,5,0,0,0,0,0.021739130434782608,5,1.0,0.765
2612,knock knock text whose <num> enter weekly draw £<num> gift voucher store choice wwwtklscom age stoptxtstop£<num>week,1,154,16,15,0,0,2,0.032467532467532464,15,1.0666666666666667,0.4404
2613,yes innocent fun,0,32,3,0,0,0,0,0.09375,3,1.0,0.8126
2614,thanks sending mental ability question,0,49,5,0,0,0,0,0.02040816326530612,5,1.0,0.6369
2615,sir hope day going smoothly really hoped wont bother bill cannot settle month extra cash know challenging time also let know,0,243,21,0,0,0,0,0.01646090534979424,20,1.05,0.8268
2616,marrow wed list aha,0,42,4,2,0,0,0,0.023809523809523808,4,1.0,0.0
2617,went hon lab one,0,41,4,0,0,0,0,0.024390243902439025,4,1.0,0.0
2618,cant pick phone right plus send message,0,51,7,0,0,0,0,0.0392156862745098,7,1.0,0.0
2619,hey pple<num> nightsexcellent location breakfast hamper,0,81,6,7,0,3,2,0.024691358024691357,6,1.0,0.0
2620,forwarded <num>hi mailbox messaging sims alert match please call back <num> retrieve message match cc<num>pmin,1,173,15,24,0,0,0,0.05202312138728324,14,1.0714285714285714,0.5423
2621,come,0,9,1,0,1,0,0,0.1111111111111111,1,1.0,0.0
2622,low nah bad thanks good home quite reality check hows day anything website,0,136,13,0,2,1,0,0.03676470588235294,13,1.0,-0.0516
2623,,0,9,0,0,0,0,0,0.1111111111111111,0,,0.0
2624,coming home dinner,0,25,3,1,0,0,0,0.04,3,1.0,0.0
2625,deal list,0,27,2,0,0,0,0,0.037037037037037035,2,1.0,0.0
2626,free ring tone text polys <num> every week get new tone <num>yrs £<num>wk,1,106,13,21,0,0,1,0.16981132075471697,12,1.0833333333333333,0.5106
2627,uni thank dear rechargerakhesh,0,45,4,0,0,0,0,0.044444444444444446,4,1.0,0.6249
2628,know lacking particular brainstorm detail part worried,0,115,7,0,0,0,0,0.02608695652173913,7,1.0,-0.296
2629,hama cant tar forfeit hama,0,65,5,0,1,0,0,0.046153846153846156,4,1.25,0.0
2630,hey glad better hear treated ourself dig cam good fab new year couple,0,139,13,1,1,2,0,0.03597122302158273,13,1.0,0.8957
2631,way going back,0,28,3,0,0,1,0,0.07142857142857142,3,1.0,0.0
2632,urgent mobile xxx £<num> bonus caller prize <num> attempt reach call <num> asap box<num>n<num>qp ppm,1,153,15,31,0,4,1,0.1895424836601307,14,1.0714285714285714,0.8271
2633,cal sir meeting,0,30,3,0,0,0,0,0.5,3,1.0,0.0
2634,love hear see sunday,0,53,4,0,0,0,0,0.05660377358490566,4,1.0,0.6369
2635,sorry hangar sorry held prada,0,59,5,0,0,0,0,0.01694915254237288,4,1.25,-0.1531
2636,toward battle bang kochi,0,44,4,0,0,0,0,0.022727272727272728,4,1.0,-0.3818
2637,thank god bed,0,26,3,0,0,1,0,0.038461538461538464,3,1.0,0.5574
2638,cancer mod making big deal regular checkup aka pap smear,0,85,10,0,0,0,0,0.03529411764705882,10,1.0,-0.7845
2639,gobi art college,0,23,3,0,0,0,0,0.043478260869565216,3,1.0,0.0
2640,want talk,0,27,2,0,0,0,0,0.037037037037037035,2,1.0,0.0772
2641,andy joined technology today got job,0,47,6,1,0,0,0,0.02127659574468085,6,1.0,0.0
2642,guaranteed latest nokia phone page ipod mph player £<num> prize text word collect <num> ltd ldnw<num>h <num>pmtmsgrcvd<num>,1,146,17,18,0,2,1,0.1643835616438356,17,1.0,0.5106
2643,try get lost fact tee,0,49,5,0,0,1,0,0.061224489795918366,5,1.0,-0.3182
2644,spoke ganesha would like know satisfied experience reply toll free yes,0,126,11,0,0,1,0,0.1349206349206349,11,1.0,0.8834
2645,friend use call,0,32,3,0,0,0,0,0.03125,3,1.0,0.4939
2646,sorry call later,0,22,3,0,0,0,0,0.09090909090909091,3,1.0,-0.0772
2647,olowoyey used great time argentina sad secretary everything blessing,0,107,9,0,0,0,0,0.018691588785046728,9,1.0,0.6369
2648,text massagetiepos arch look,0,46,4,0,0,2,0,0.043478260869565216,4,1.0,0.0
2649,please get list dollar loan ill pay back mid february plus,0,96,11,0,0,0,0,0.03125,11,1.0,-0.2263
2650,might want pull case plan spending much confidence derek taylor money management,0,157,12,0,0,0,0,0.012738853503184714,12,1.0,0.5574
2651,like shaking booty dance floor,0,50,5,0,1,0,0,0.02,5,1.0,0.2023
2652,text get call phone problem,0,63,5,0,0,0,0,0.015873015873015872,5,1.0,-0.4019
2653,need drug anymore,0,29,3,0,0,0,0,0.034482758620689655,3,1.0,0.0
2654,sorry day thought calling lot time busy call noon,0,87,9,0,0,0,0,0.011494252873563218,9,1.0,-0.0772
2655,sarcasm sarcasm,0,27,2,0,0,0,0,0.037037037037037035,1,2.0,-0.4215
2656,great run ttys,0,33,3,0,0,2,0,0.06060606060606061,3,1.0,0.6249
2657,feel like trying kareem,0,33,4,0,1,0,0,0.06060606060606061,4,1.0,0.3612
2658,day list anal erik,0,27,4,0,0,0,0,0.037037037037037035,4,1.0,0.0
2659,yet chikkuwat,0,26,2,0,1,0,0,0.038461538461538464,2,1.0,0.0
2660,,0,5,0,0,0,0,0,0.2,0,,0.0
2661,want finally lunch today,0,33,4,0,1,0,0,0.030303030303030304,4,1.0,0.0772
2662,know dad back,0,34,3,0,1,0,0,0.029411764705882353,3,1.0,0.0
2663,hello darling today would love chat done tell look like sexy,1,130,11,0,2,0,0,0.015384615384615385,11,1.0,0.9313
2664,<num> free week nokia tone mob every week text nokia <num> get toting tell mate wwwgetzedcouk box <num> norm peptone,1,165,20,23,0,1,0,0.10909090909090909,16,1.25,0.5106
2665,remains bro amongst bros,0,29,4,0,0,0,0,0.034482758620689655,4,1.0,0.0
2666,meeting site tar,0,30,3,0,1,0,0,0.03333333333333333,3,1.0,0.0
2667,nice day impressively sensible went home early feel fine boring cannot remember,0,140,12,0,1,1,0,0.02142857142857143,12,1.0,0.6486
2668,looking good,0,34,2,0,0,0,0,0.058823529411764705,2,1.0,0.4404
2669,wanna get laid unite want real dogging location sent direct mobile join largest dogging network text park <num> echo alp £<num>msg,1,162,21,11,2,1,1,0.08641975308641975,20,1.05,0.3612
2670,tried contact response offer new nokia one camcorder hit reply call <num> delivery,1,130,13,11,0,0,0,0.0,13,1.0,0.0
2671,yes replied mail going management office later plus bank later also wednesday,0,117,12,0,0,0,0,0.03418803418803419,11,1.0909090909090908,0.4019
2672,cool come like list,0,45,4,0,0,0,0,0.044444444444444446,4,1.0,0.5859
2673,super mag vanilla timing,0,27,4,0,0,0,0,0.037037037037037035,4,1.0,0.5994
2674,good afternoon boston feeling today better hope good boy obedient slave please queen,0,153,13,0,5,0,0,0.05228758169934641,12,1.0833333333333333,0.9246
